city,url,desc
Almora,https://www.holidify.com/images/bgImages/ALMORA.jpg," Set in the background of snow-capped Himalayan ranges of Uttarakhand, the sprawling town of Almora is a beautiful hill station. With easy accessibility from Delhi and other major cities of North India, Almora is known for its rich cultural heritage, unique handicrafts, sumptuous cuisine and magnific... "
Shirdi,https://www.holidify.com/images/bgImages/SHIRDI.jpg," Located at a distance of 122 Km from Nasik in the Ahmednagar district of Maharashtra, Shirdi is the home of Sai Baba. It is believed that Sai Baba arrived at Shirdi in 1858 and spent 60 years of his life here until he attained salvation in 1918. Sai Baba is popularly known as the 'child of God', as ... "
Madurai,https://www.holidify.com/images/bgImages/MADURAI.jpg," Madurai, the cultural capital of Tamil Nadu, is one of the oldest continuously inhabited cities of India. Ruled by Pandya kings for the longest time in its history, it is called as the 'Lotus City' as it was planned and built in the shape of a lotus. Madurai is known for Meenakshi Amm... "
Bodh,https://www.holidify.com/images/bgImages/BODH-GAYA.jpg," Bodh Gaya is a Buddhist pilgrimage site in Gaya District of Bihar. Famous for the Mahabodhi Temple, It was here under the Bodhi tree that Gautama Buddha attained enlightenment. "
Auli,https://www.holidify.com/images/bgImages/AULI.jpg," Dotted with the apple orchards, old oaks, and pine trees there is no dearth of natural beauty in Auli. Apart from skiing you can also go for numerous treks in the hills of Garhwal Himalayas and enjoy the spellbinding views of the snow-draped mountains. Auli is a popular hill resort in the Himalayan ... "
Mahabaleshwar,https://www.holidify.com/images/bgImages/MAHABALESHWAR.jpg," Mahabaleshwar is a hill station located in the Western Ghats, in Satara district of Maharashtra. Apart from its strawberries, Mahabaleshwar is also well known for its numerous rivers, magnificent cascades and majestic peaks. It is among the most sought after weekend getaways from Pune & Mum... "
Kaziranga,https://www.holidify.com/images/bgImages/KAZIRANGA-NATIONAL-PARK.jpg," Home to the largest population of the one-horned rhino on earth, Kaziranga National Park is one of India’s national treasures in terms of flora and fauna. Located in the state of Assam in North-Eastern India, its total area is shared by the districts of Nagaon, Golaghat and Karbi Anglong placing it ... "
Jim,https://www.holidify.com/images/bgImages/CORBETT-NATIONAL-PARK.jpg," Jim Corbett National Park is the oldest national park set amidst the foothills of the Himalayas in the Nainital district of Uttarakhand. Known for housing the endangered Bengal tiger, Corbett National Park is part of the larger Corbett Tiger Reserve. "
Nashik,https://www.holidify.com/images/bgImages/NASIK.jpg," Nasik is a religious Hindu city, host to the Kumbh Mela every 12 years. It also makes for a perfect wine tasting destination. "
Chandigarh,https://www.holidify.com/images/bgImages/CHANDIGARH.jpg," Chandigarh is a union territory that is the capital of both Punjab, as well as, Haryana. India's first planned city, Chandigarh is traditionally a Punjabi city at heart with a healthy dose of modernity; Chandigarh's food and gedi culture (a leisure drive or ride the city) is what the capit... "
Mathura,https://www.holidify.com/images/bgImages/MATHURA.jpg," One of Hinduism's seven sacred cities, Mathura is the birthplace of the very beloved Lord Krishna. Located in the state of Uttar Pradesh, Mathura and Vrindavan are often considered twin cities (located only 10km away from each other). Mathura is a small town dotted with temples from various ages and... "
Jog,https://www.holidify.com/images/bgImages/JOG-FALLS.jpg," The second-highest plunge waterfall in India, Jog Falls is a major tourist attraction in Karnataka and is the highest waterfall in the state. Second, to the Nohkalikai Falls of Meghalaya, Jog falls drops about a huge 253 m (850 ft. ) in a single fall. However, due to the construc... "
Shimoga,https://www.holidify.com/images/bgImages/SHIMOGA.jpg," With nature in its full bloom, the town of Shimoga has been home to several great dynasties and kingdoms. Packed with several marvels of nature in the form of picturesque landscape, gorgeous waterfalls, mystical temples and lush green surroundings, its raw beauty will leave you absolutely enchanted.... "
Rameshwaram,https://www.holidify.com/images/bgImages/RAMESWARAM.jpg," Rameshwaram is located on a beautiful island in the South Indian state of Tamil Nadu. It is separated by a small Pamban channel from Sri Lanka. According to Hindu mythology, this is the place where Lord Rama created a bridge across the sea to Sri Lanka. "
Visakhapatnam,https://www.holidify.com/images/bgImages/VISAKHAPATNAM.jpg," Visakhapatnam, also commonly known as Vizag, is one of the oldest port cities in the country. Situated in the heart of Andhra Pradesh, Vizag was announced as the state capital of Andhra Pradesh on January 31, 2023. The city is known for its picturesque beaches and serene landscape, as well as a... "
Pune,https://www.holidify.com/images/bgImages/PUNE.jpg," Pune is a bustling metropolis of Maharashtra, ranked number one in India in the ease of living. Often referred to as the Oxford of the East, it is a hub of diverse people and activities and is in rapidly growing into one of the top metropolitan cities in the country. Pune is a city that pe... "
Vrindavan,https://www.holidify.com/images/bgImages/VRINDAVAN.jpg," One of the oldest cities on the banks of Yamuna, Vrindavan is considered to be one of the most important places of pilgrimage for the devotees of Krishna. It is said that Lord Krishna had spent his childhood in Vrindavan. The name of the city has been derived from Vrinda (meaning basil) and van (mea... "
Ranthambore,https://www.holidify.com/images/bgImages/RANTHAMBORE.jpg," This is one of the best tiger reserves of the country, known to have ""friendly"" tigers and chances of sighting one here is reasonably better than many other tiger reserves of India. Along with this Ranthambore has one of the richest flora and fauna making it an absolutely must visit area "
Coimbatore,https://www.holidify.com/images/bgImages/COIMBATORE.jpg," Often termed as 'Manchester of South India', Coimbatore, the second-largest city in Tamil Nadu, photographically situated on the banks of River Noyyal. Coimbatore, also known as Kovai, is a welcoming area with the backdrop of hustle-bustle and charm of activity and industry. From ancient temple... "
Lucknow,https://www.holidify.com/images/bgImages/LUCKNOW.jpg," The capital and the largest city of Uttar Pradesh, Lucknow, situated on the banks of river Gomti, welcomes you with a heartwarming note of ""Muskuraiyein, kyunki aap Lucknow mein hai"". A city of kebabs and nawabs, of architecture and history, of literature and culture – that is Lucknow in a nuts... "
Dharamshala,https://www.holidify.com/images/bgImages/DHARAMSALA.jpg," Dharamshala is a beautiful hill town in the Dhauladhar range of Himalayas. It is the winter capital of Himachal Pradesh and is located in the upper slopes of the Kangra valley. Once known as a british hill station during the colonial era, Dharamsala soon became occupied by Tibetan communities and is... "
Gwalior,https://www.holidify.com/images/bgImages/GWALIOR.jpg," Gwalior is a historic city located in the state of Madhya Pradesh. Popular because of the hilltop fort, Gwalior is full of palaces and glorious temples giving this city a majestic charm which speaks volumes of its glorious past. "
Khandala,https://www.holidify.com/images/bgImages/KHANDALA.jpg," Khandala is a popular hill station in Maharashtra, perched on the foothills of Sahyadri in the Western Ghats. Khandala provides for a perfect weekend respite for the Mumbai population, with its scenic valleys, grassy hills, serene lakes and misty waterfalls. "
Kovalam,https://www.holidify.com/images/bgImages/KOVALAM.jpg," Famous for its resorts and ayurvedic massage centres, Kovalam is a coastal town located around 13 km from Thiruvananthapuram in Kerala. The largest beach in Kovalam is the lighthouse beach that features a 30-metre tall lighthouse. The other two adjacent beaches are Samudra beach and Hawa beach.... "
Madikeri,https://www.holidify.com/images/bgImages/MADIKERI.jpg," Generally covered as a part of trips to Coorg, Madikeri is a hill town in Karnataka with vast coffee plantations, lush forests and misty hills, all culminating into a breathtaking view. Located in Kodagu District around 6 hours from Bengaluru, Madikeri is a perfect weekend getaway. There is no ... "
Matheran,https://www.holidify.com/images/bgImages/MATHERAN.jpg," Nestled amidst the Sahyadri range on the Western Ghats, Matheran is a cosy little hill station that stands at an elevation of 2600 feet above sea level, and is just 100 kilometres away from Mumbai, making it the perfect weekend getaway. With its name literally translating to “overhead forest”, Mathe... "
Kalimpong,https://www.holidify.com/images/bgImages/KALIMPONG.jpg," Kalimpong is a virgin hill station in West Bengal renowned for its panoramic valley views, Buddhists monasteries and churches and Tibetan handicrafts etc. "
Thanjavur,https://www.holidify.com/images/bgImages/THANJEVUR.jpg," Also known as Tanjore or the city of temples, Thanjavur has a lot of cultural value and is known for its famous Tanjore paintings, antiques and handicrafts, textiles and saris , its Carnatic music and musical instruments and of course the temples. "
Bhubaneswar,https://www.holidify.com/images/bgImages/BHUBANESWAR.jpg," Bhubaneswar, the temple city of India, once known for its architecture and grand temples, is presently a thriving centre for commerce and business. "
Kasauli,https://www.holidify.com/images/bgImages/KASAULI.jpg," Located on the road from Chandigarh to Shimla in the Solan district, Kasauli is a hilly cantonment town that makes for an ideal peaceful holiday location, especially for a weekend getaway. Kasauli is a cantonment town dotted with lavish Victorian buildings built by the Britishers who resided he... "
Ajmer,https://www.holidify.com/images/bgImages/AJMER.jpg," Surrounded by Aravali ranges, the city of Ajmer is most famous for the Ajmer Sharif Dargah of saint Muin-ud-din Chishti. This makes Ajmer one of the most significant places of Islamic pilgrimage in the world. Located at a distance of 130 km from Jaipur and 14 kms from Pushkar in Rajasthan,&nbsp... "
Aurangabad,https://www.holidify.com/images/bgImages/AURANGABAD.jpg," Aurangabad, which was declared by the Government as the Tourism Capital of Maharashtra back in 2010, is a famous tourist hub which greets its visitors with a richly woven tapestry of sights and sounds. The city got its name for being the erstwhile capital of Mughal Emperor Aurangzeb in the 17th cent... "
Jammu,https://www.holidify.com/images/bgImages/JAMMU.jpg," Jammu is the southernmost-part of the union territory of Jammu and Kashmir which sits proudly on the magnificent Shivalik mountain ranges. The Winter Capital of Kashmir, Jammu is a holy and peaceful city known for its majestic temples, religious shrines, glittering ""shikhars"", and cultural heritage.... "
Dehradun,https://www.holidify.com/images/bgImages/DEHRADUN.jpg," Dehradun is the capital city and the largest city of Uttarakhand. Dehradun is located at an altitude of 1400 feet above sea level and has a pleasant climate all year round. Located just 30kms from Mussoorie, Dehradun is known as the gateway to Mussoorie and Rishikesh and Haridwar. Dehradun is also k... "
Puri,https://www.holidify.com/images/bgImages/PURI.jpg, Puri in Odisha is one of the four must-visit pilgrimage sites for Hindus because of Jagannath Temple that forms the part of Char Dham in India. Puri is a beach city located on the coast of Bay of Bengal which is one of the favourites among people of West Bengal for a short trip. 
Cherrapunji,https://www.holidify.com/images/bgImages/CHERRAPUNJEE.jpg," Earlier the wettest place on the Earth, Cherrapunji in Meghalaya, also known as Sohra, is known for its double-decker living root bridge. Located around 50 Kms from Shillong, this sub-divisional town is famous for its rich flora and natural attractions. Although Mawsynram is now the wettest pla... "
Hogenakkal,https://www.holidify.com/images/bgImages/HOGENAKKAL.jpg," Hogenakkal is a waterfall located in Dharmapuri district of Tamil Nadu where the Kaveri river splits into multiple streams of waterfalls. Located at a distance of 180 km from Bangalore, Hogenakkal has water throughout the year. The carbonite rocks, the coracle (basket boat) rides, freshwater fish, o... "
Gir,https://www.holidify.com/images/bgImages/GIR-NATIONAL-PARK.jpg," Gir National Park and Wildlife Sanctuary is the only remaining home for the Asiatic Lions. Located in Talala Gir in Gujarat, the Sanctuary is a part of Kathiawar- Gir dry deciduous forests ecoregion. Gir National Park is closed from 16 June to 15 October every year and the best time for wildlife spo... "
Pushkar,https://www.holidify.com/images/bgImages/PUSHKAR.jpg," Pushka is a small temple town located around 15 km from Ajmer in Rajasthan. A perfect choice for a weekend getaway from Jaipur, Pushkar has an array of cafes and hostels for a backpacking trip. Every November, Pushkar is host to the Pushkar Mela, one of the biggest camel fairs in the country. "
Chittorgarh,https://www.holidify.com/images/bgImages/CHITTORGARH.jpg," Located in South-Eastern Rajasthan, Chittorgarh is known for Chittorgarh Fort, the largest fort in India built on a hilltop, spreading over an area of around 700 acres. The capital of the erstwhile kingdom of Mewar, the magnificent fortress will always be remembered for the courageous self-sacr... "
Nahan,https://www.holidify.com/images/bgImages/NAHAN.jpg," Away from the buzzing crowd of the city, Nahan is a perfect romantic getaway. Lying among the lofty Shivalik range overlooking lush green fields, dirt free roads and clean streets, this small hill station serves as an ideal holiday destination. "
Lavasa,https://www.holidify.com/images/bgImages/LAVASA.jpg," Known as India's newest hill station, the Lavasa Corporation is constructing this private city. The city is a beautiful project, stylistically based on the Italian town Portofino. Spreading across 7 hills, covering an area of 25000 acres, Lavasa is a perfect blend of beauty and infrastructure. "
Poovar,https://www.holidify.com/images/bgImages/POOVAR.jpg," Poovar is a small rustic town situated 27 kms from Thiruvananthapuram with unspoilt, unexplored golden sand beaches and beautiful backwaters of Kerala. "
Digha,https://www.holidify.com/images/bgImages/DIGHA.jpg," Beach town situated on the shores of Bay of Bengal, Digha is a popular tourist destination known for its untouched beaches and scenic views, especially among people in West Bengal. "
Bikaner,https://www.holidify.com/images/bgImages/BIKANER.jpg," Located in the midst of Thar Desert, Bikaner is a ""cultural paradise and a traveller's haven"". Bikaner with its magnificence in architecture, art and culture is filled with colour, festivity and cultural marvels.The city will mesmerize you with the camels sauntering the beautiful sand dunes, it... "
Agartala,https://www.holidify.com/images/bgImages/AGARTALA.jpg," Home to the Manikya Kings in the past, Agartala is the perfect mix of natural beauty combined with diverse and rich culture. "
